SampleID,Tree,Forest,Plot,Subplot,Wood_log_ID,Time,Species,Position,control,SampleType,Updown_pooling_18mo,Openmature_pooling,Updown_pooling_18mo_36mo,Procrustes_down,Tag_nb,Installment_date,Water_cont_ini,WSG_ini,Coll_No,Coll_date,Water_cont_later,WSG_later,Remarks,db,dm,dt,L,volume,W_density,Log_mass_ini,Log_Bark_Dry_weight_g,Log_No_Bark_Dry_weight_g,Log_mass_final,ML,ML_percent,t,incubation_time,Bark_thickness_T1,Bark_thickness_T2,Bark_thickness_T3,Bark_thickness_T4,Per_WSG_loss,Termi.assum,W_Carb,W_Nitro,W_Phosp,W_Pota,W_Lignin,W_Cellu,W_Hemicellu,W_Sugar,W_Fiber_content,W_Carb_Nitro_ratio,W_Lignin_Nitro_ratio,W_Lignin_Carb_ratio,B_Carb,B_Nitro,B_Phosp,B_Pota,B_Lignin,B_Cellu,B_Hemicellu,B_Sugar,B_Tannin,B_Carb_Nitro_ratio,B_Lignin_Nitro_ratio,B_Lignin_Carb_ratio
M24.c,,,NA,NA,,,,,Yes,PCRControl,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4.a,,,NA,NA,,,,,Yes,PCRControl,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4.b,,,NA,NA,,,,,Yes,PCRControl,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4.c,,,NA,NA,,,,,Yes,PCRControl,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M6.a,,,NA,NA,,,,,Yes,PCRControl,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M6.c,,,NA,NA,,,,,Yes,PCRControl,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.6,,,NA,NA,,,,,Yes,ExtractionControl,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MD10.a,,,NA,NA,,,,,Yes,PCRControl,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MD10.b,,,NA,NA,,,,,Yes,PCRControl,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MD10.c,,,NA,NA,,,,,Yes,PCRControl,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MD276.c,,,NA,NA,,,,,Yes,PCRControl,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2.a,,,NA,NA,,,,,Yes,PCRControl,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MD335,1,Open_land,126,7,7111,36mo,Litsea_cubeba,up,No,Down,,,,,7111,29/10/2011,0.606288944,0.456626745,Coll_6,08/01/2015,0.26984127,0.302884615,,8.3,8.3,8.5,51,2781.841332,0.413048032,1149.034088,5.64,111.23,116.87,1032.164088,89.82884832,1167,36mo,3.4,3.14,3.71,3.38,33.6691032,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD83,1,Open_land,126,7,7111,18mo,Litsea_cubeba,down,No,Down,,,,,7111,29/10/2011,0.606288944,0.456626745,Coll_4,08/06/2013,0.196261682,0.374125874,,8.3,8.3,8.5,51,2781.841332,0.413048032,1149.034088,5.64,111.23,116.87,1032.164088,89.82884832,588,18mo,3.4,3.14,3.71,3.38,18.0674636,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
M1,1,Initial,NA,NA,NA,0mo,Litsea_cubeba,Initial,No,Initial,Yes,Yes,Yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD84,1,Open_land,126,5,7104,18mo,Litsea_cubeba,down,No,Down,Yes,Yes,Yes,,7104,29/10/2011,0.606288944,0.456626745,Coll_4,08/06/2013,1.097014925,0.380681818,,8.6,8.8,8.1,49.6,2917.331431,0.413048032,1204.998007,0,9.28,9.28,1195.718007,99.22987424,588,18mo,4.38,3.79,3.85,3.62,16.6317299,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD81,1,Open_land,126,1,7106,18mo,Litsea_cubeba,down,No,Down,,Yes,Yes,,7106,29/10/2011,0.606288944,0.456626745,Coll_4,08/06/2013,1.207715134,0.387802071,,11,10.8,10,52.4,4716.073541,0.413048032,1947.964896,0,20.64,20.64,1927.324896,98.94043265,588,18mo,2.7,2.78,3.32,2.82,15.0724141,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD342,1,Regenerating_forest,145,5,7107,36mo,Litsea_cubeba,up,No,Down,,,Yes,,7107,29/10/2011,0.606288944,0.456626745,Coll_6,11/12/2014,3.240833333,0.24742268,,10.3,10,10,50.8,4030.319815,0.413048032,1664.715669,17.95,256.51,274.75,1389.965669,83.49568007,1139,36mo,3.52,3.22,3.62,2.66,45.8151143,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD343,1,Regenerating_forest,145,1,7108,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7108,29/10/2011,0.606288944,0.456626745,Coll_6,11/12/2014,2.892916667,0.192,,10.3,10,9,51.4,3950.085362,0.413048032,1631.574986,15.23,384.17,399.72,1231.854986,75.50097278,1139,36mo,3.42,2.92,3.15,2.37,57.9525286,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD341,1,Regenerating_forest,145,7,7102,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7102,29/10/2011,0.606288944,0.456626745,Coll_6,11/12/2014,1.63025641,0.246835443,,11.6,11.4,11.3,51.4,5262.093139,0.413048032,2173.497217,68.19,547.69,616.56,1556.937217,71.63281392,1139,36mo,3.8,2.75,4.23,3.07,45.9437176,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD334,1,Open_land,126,1,7106,36mo,Litsea_cubeba,up,No,Down,,Yes,Yes,,7106,29/10/2011,0.606288944,0.456626745,Coll_6,08/01/2015,0.225,0.283687943,,11,10.8,10,52.4,4716.073541,0.413048032,1947.964896,0,20.64,20.64,1927.324896,98.94043265,1167,36mo,2.7,2.78,3.32,2.82,37.8731215,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
M287,1,Open_land,126,5,7104,18mo,Litsea_cubeba,down,No,UpDown,Yes,Yes,Yes,,7104,29/10/2011,0.606288944,0.456626745,Coll_4,08/06/2013,1.097014925,0.380681818,,8.6,8.8,8.1,49.6,2917.331431,0.413048032,1204.998007,0,9.28,9.28,1195.718007,99.22987424,588,18mo,4.38,3.79,3.85,3.62,16.6317299,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD94,1,Regenerating_forest,145,1,7108,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7108,29/10/2011,0.606288944,0.456626745,Coll_4,23/05/2013,0.413793103,0.281553398,,10.3,10,9,51.4,3950.085362,0.413048032,1631.574986,15.23,384.17,399.72,1231.854986,75.50097278,572,18mo,3.42,2.92,3.15,2.37,38.340581,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD336,1,Open_land,126,9,7105,36mo,Litsea_cubeba,down,No,Down,,Yes,Yes,Yes,7105,29/10/2011,0.606288944,0.456626745,Coll_6,08/01/2015,0.794871795,0.40625,,8.1,8.5,8.7,50,2816.307225,0.413048032,1163.270158,0,310.61,312.23,851.0401577,73.15928736,1167,36mo,3.38,3.01,3.79,3.31,11.0323685,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD388,1,Mature_forest,217,3,7101,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7101,24/11/2011,0.606288944,0.456626745,Coll_6,15/01/2015,2.466666667,0.182926829,,9.5,9.4,9.4,51,3551.904681,0.413048032,1467.107239,91.79,543.7,640.57,826.5372395,56.33788843,1148,36mo,3.2,3.17,3,3,59.9395281,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
85,1,Open_land,126,5,7104,36mo,Litsea_cubeba,up,No,PilotSample,Yes,,Yes,,7104,29/10/2011,0.606288944,0.456626745,Coll_6,08/01/2015,0.25,0.326530612,,8.6,8.8,8.1,49.6,2917.331431,0.413048032,1204.998007,0,9.28,9.28,1195.718007,99.22987424,1167,36mo,4.38,3.79,3.85,3.62,28.490695,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD92,1,Regenerating_forest,145,7,7102,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7102,29/10/2011,0.606288944,0.456626745,Coll_4,24/05/2013,0.262886598,0.36952381,,11.6,11.4,11.3,51.4,5262.093139,0.413048032,2173.497217,68.19,547.69,616.56,1556.937217,71.63281392,573,18mo,3.8,2.75,4.23,3.07,19.0753032,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
87,1,Regenerating_forest,145,5,7107,36mo,Litsea_cubeba,down,No,PilotSample,Yes,,Yes,,7107,29/10/2011,0.606288944,0.456626745,Coll_6,11/12/2014,3.2386,0.154798762,,10.3,10,10,50.8,4030.319815,0.413048032,1664.715669,17.95,256.51,274.75,1389.965669,83.49568007,1139,36mo,3.52,3.22,3.62,2.66,66.0994975,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD344,1,Regenerating_forest,145,3,7109,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7109,29/10/2011,0.606288944,0.456626745,Coll_6,11/12/2014,4.983571429,0.142857143,,8.8,9,9,50.8,3208.083769,0.413048032,1325.092688,48.01,175.81,224.43,1100.662688,83.06307158,1139,36mo,4.94,3.24,3.43,3.29,68.714679,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MDH81,1,Open_land,126,1,7106,18mo,Litsea_cubeba,up,No,OpenMature,,Yes,Yes,,7106,29/10/2011,0.606288944,0.456626745,Coll_4,08/06/2013,0.25,0.376199616,,11,10.8,10,52.4,4716.073541,0.413048032,1947.964896,0,20.64,20.64,1927.324896,98.94043265,588,18mo,2.7,2.78,3.32,2.82,17.6133198,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
M292,1,Regenerating_forest,145,5,7107,18mo,Litsea_cubeba,up,No,UpDown,Yes,,Yes,,7107,29/10/2011,0.606288944,0.456626745,Coll_4,24/05/2013,0.244444444,0.308219178,,10.3,10,10,50.8,4030.319815,0.413048032,1664.715669,17.95,256.51,274.75,1389.965669,83.49568007,573,18mo,3.52,3.22,3.62,2.66,32.5008486,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
32,1,Regenerating_forest,145,5,7107,12mo,Litsea_cubeba,down,No,PilotSample,Yes,,Yes,,7107,29/10/2011,0.606288944,0.456626745,Coll_3,13/12/2012,0.841059603,0.299009901,,10.3,10,10,50.8,4030.319815,0.413048032,1664.715669,17.95,256.51,274.75,1389.965669,83.49568007,411,12mo,3.52,3.22,3.62,2.66,34.5176549,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD91,1,Regenerating_forest,145,9,7100,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7100,29/10/2011,0.606288944,0.456626745,Coll_4,24/05/2013,0.22556391,0.300904977,,11.9,11.3,11,51,5162.929279,0.413048032,2132.53778,52.24,392.53,445.52,1687.01778,79.10845922,573,18mo,3.69,3.4,3.26,2.64,34.1026385,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
30,1,Open_land,126,5,7104,12mo,Litsea_cubeba,down,No,PilotSample,Yes,,Yes,,7104,29/10/2011,0.606288944,0.456626745,Coll_3,18/12/2012,0.3984375,0.398753894,,8.6,8.8,8.1,49.6,2917.331431,0.413048032,1204.998007,0,9.28,9.28,1195.718007,99.22987424,416,12mo,4.38,3.79,3.85,3.62,12.673995,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
M311,1,Mature_forest,217,5,7103,18mo,Litsea_cubeba,down,No,UpDown,Yes,,Yes,,7103,24/11/2011,0.606288944,0.456626745,Coll_4,10/06/2013,0.288209607,0.334795322,,10.1,10.1,10.1,51,4086.04225,0.413048032,1687.731711,73.03,817.28,893.57,794.1617113,47.05497361,564,18mo,2.84,3.63,3.35,2.88,26.6807464,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD389,1,Mature_forest,217,5,7103,36mo,Litsea_cubeba,up,No,Down,,,Yes,,7103,24/11/2011,0.606288944,0.456626745,Coll_6,15/01/2015,1.055555556,0.156521739,,10.1,10.1,10.1,51,4086.04225,0.413048032,1687.731711,73.03,817.28,893.57,794.1617113,47.05497361,1148,36mo,2.84,3.63,3.35,2.88,65.7221701,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD85,1,Open_land,126,9,7105,18mo,Litsea_cubeba,down,No,Down,,Yes,Yes,Yes,7105,29/10/2011,0.606288944,0.456626745,Coll_4,08/06/2013,0.622222222,0.444664032,,8.1,8.5,8.7,50,2816.307225,0.413048032,1163.270158,0,310.61,312.23,851.0401577,73.15928736,588,18mo,3.38,3.01,3.79,3.31,2.6198014,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD340,1,Regenerating_forest,145,9,7100,36mo,Litsea_cubeba,down,No,Down,,,,Yes,7100,29/10/2011,0.606288944,0.456626745,Coll_6,11/12/2014,5.30125,0.171428571,,11.9,11.3,11,51,5162.929279,0.413048032,2132.53778,52.24,392.53,445.52,1687.01778,79.10845922,1139,36mo,3.69,3.4,3.26,2.64,62.4576149,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
M291,1,Regenerating_forest,145,5,7107,18mo,Litsea_cubeba,down,No,UpDown,Yes,,Yes,,7107,29/10/2011,0.606288944,0.456626745,Coll_4,24/05/2013,0.255319149,0.267045455,,10.3,10,10,50.8,4030.319815,0.413048032,1664.715669,17.95,256.51,274.75,1389.965669,83.49568007,573,18mo,3.52,3.22,3.62,2.66,41.5177808,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD142,1,Mature_forest,217,5,7103,18mo,Litsea_cubeba,down,No,Down,Yes,,Yes,,7103,24/11/2011,0.606288944,0.456626745,Coll_4,10/06/2013,0.288209607,0.334795322,,10.1,10.1,10.1,51,4086.04225,0.413048032,1687.731711,73.03,817.28,893.57,794.1617113,47.05497361,564,18mo,2.84,3.63,3.35,2.88,26.6807464,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
42,1,Mature_forest,217,5,7103,12mo,Litsea_cubeba,down,No,PilotSample,Yes,,Yes,,7103,24/11/2011,0.606288944,0.456626745,Coll_3,21/12/2012,0.938202247,0.331471136,,10.1,10.1,10.1,51,4086.04225,0.413048032,1687.731711,73.03,817.28,893.57,794.1617113,47.05497361,393,12mo,2.84,3.63,3.35,2.88,27.4087338,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MDH336,1,Open_land,126,9,7105,36mo,Litsea_cubeba,up,No,OpenMature,,Yes,Yes,,7105,29/10/2011,0.606288944,0.456626745,Coll_6,08/01/2015,0.5,0.191780822,,8.1,8.5,8.7,50,2816.307225,0.413048032,1163.270158,0,310.61,312.23,851.0401577,73.15928736,1167,36mo,3.38,3.01,3.79,3.31,58.000528,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD141,1,Mature_forest,217,3,7101,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7101,24/11/2011,0.606288944,0.456626745,Coll_4,10/06/2013,0.476190476,0.29787234,,9.5,9.4,9.4,51,3551.904681,0.413048032,1467.107239,91.79,543.7,640.57,826.5372395,56.33788843,564,18mo,3.2,3.17,3,3,34.7667776,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
M288,1,Open_land,126,5,7104,18mo,Litsea_cubeba,up,No,UpDown,Yes,Yes,Yes,,7104,29/10/2011,0.606288944,0.456626745,Coll_4,08/06/2013,2.386792453,0.226012793,,8.6,8.8,8.1,49.6,2917.331431,0.413048032,1204.998007,0,9.28,9.28,1195.718007,99.22987424,588,18mo,4.38,3.79,3.85,3.62,50.5038206,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MD95,1,Regenerating_forest,145,3,7109,18mo,Litsea_cubeba,down,No,Down,,,,Yes,7109,29/10/2011,0.606288944,0.456626745,Coll_4,23/05/2013,0.358490566,0.325153374,,8.8,9,9,50.8,3208.083769,0.413048032,1325.092688,48.01,175.81,224.43,1100.662688,83.06307158,572,18mo,4.94,3.24,3.43,3.29,28.7923063,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
MDH85,1,Open_land,126,9,7105,18mo,Litsea_cubeba,up,No,OpenMature,,Yes,Yes,,7105,29/10/2011,0.606288944,0.456626745,Coll_4,08/06/2013,1.469026549,0.318309859,,8.1,8.5,8.7,50,2816.307225,0.413048032,1163.270158,0,310.61,312.23,851.0401577,73.15928736,588,18mo,3.38,3.01,3.79,3.31,30.2910172,1,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
97,1,Mature_forest,217,5,7103,36mo,Litsea_cubeba,down,No,PilotSample,Yes,,Yes,,7103,24/11/2011,0.606288944,0.456626745,Coll_6,15/01/2015,2.208333333,0.173913043,,10.1,10.1,10.1,51,4086.04225,0.413048032,1687.731711,73.03,817.28,893.57,794.1617113,47.05497361,1148,36mo,2.84,3.63,3.35,2.88,61.9135224,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
M312,1,Mature_forest,217,5,7103,18mo,Litsea_cubeba,up,No,UpDown,Yes,,Yes,,7103,24/11/2011,0.606288944,0.456626745,Coll_4,10/06/2013,0.296296296,0.324519231,,10.1,10.1,10.1,51,4086.04225,0.413048032,1687.731711,73.03,817.28,893.57,794.1617113,47.05497361,564,18mo,2.84,3.63,3.35,2.88,28.9311819,0,46.96666667,1.886666667,0.186666667,1.626666667,10.56666667,59.72333333,25.07666667,0.666666667,72.46333333,25.17311746,5.679373476,0.225026152,49.9,10.165,0.585,2.87,27.55,33.94,16.425,0.78,0.33,4.909059676,2.711403229,0.552104209
